cep,latitude,longitude
91790060,-30.1542701,-51.1475487
83260000,-25.8218941,-48.5402989
50100280,-8.0488808,-34.8795899
20231046,-22.9126205,-43.1845183
60875010,-3.8636258,-38.4895158
24370001,-22.9328495,-43.0974936
88230000,-27.3017376,-48.7887315
14010080,-21.1786419,-47.8091115
88332135,-27.0098766,-48.6144264
88495000,-28.0315826,-48.6448467
56640000,-8.0859922,-37.6380265
57052499,-9.6246482,-35.7296609
52210240,-8.0214452,-34.9096945
65400000,-4.5134475,-43.8700901
88780000,-28.1944198,-48.6846643
69340000,2.5420878,-61.1625199
39480000,-15.4851295,-44.3909072
89265230,-26.4637765,-49.1895424
30640000,-19.9777526,-44.0219313
88790000,-28.4819812,-48.7717836
72975000,-15.7925149,-48.7879032
40100080,-12.9941906,-38.5160114
80310130,-25.4627884,-49.3070953
62630000,-3.9443939,-39.4292706
50741110,-8.0498241,-34.9593075
64915000,-9.3363581,-44.5045053
65010200,-2.5327851,-44.3056115
20261190,-22.9204961,-43.2096367
79217000,-20.4477035,-55.4289021
55630000,-8.1570878,-35.4345694
45260000,-14.5285203,-40.3705063
89520000,-27.2859423,-50.5519618
02221000,-23.485414,-46.5785344
20261243,-22.9314575,-43.2097212
63240000,-7.316099,-39.0500587
29105440,-20.3637115,-40.3108876
17015031,-22.3267867,-49.0745654
12243750,-23.1980984,-45.8951595
46140000,-13.651807,-41.8436957
68750000,-0.738408,-47.8539926
22071060,-22.9806341,-43.1926574
90050230,-30.0411175,-51.2252235
06501120,-23.4476388,-46.917887
65765000,-5.0295196,-44.4209574
68908300,0.0595686,-51.0545264
94814400,-30.0033948,-51.074004
78068401,-15.6110642,-56.0591352
95560000,-29.3301274,-49.7470951
12010080,-23.024588,-45.5592299
76824038,-8.7375902,-63.8613136
03665010,-23.526506,-46.497032
77375000,-11.3960283,-48.0957075
90230011,-29.9988361,-51.2057107
90230070,-30.0076469,-51.1966995
68908194,0.0446788,-51.0591946
66812440,-1.3065123,-48.4808982
22760401,-22.9391712,-43.3448919
96300000,-32.5185333,-53.4046138
97010140,-29.679864,-53.810532
62790000,-4.2231904,-38.7273728
49260000,-11.379938,-37.6636805
04405140,-23.6747828,-46.6580935
83326210,-25.3994851,-49.1860291
62650000,-3.6223846,-39.5120409
69313055,2.8061518,-60.7190764
79075210,-20.5516073,-54.6487972
27580000,-22.4582216,-44.5484155
90150090,-30.0512505,-51.223285
77593000,-10.4467719,-46.5275771
97670000,-28.6593069,-56.0031382
63480000,-5.6033422,-38.7590962
13201004,-23.1788963,-46.887321
90220170,-30.0198192,-51.209204
07500000,-23.312664,-46.2405416
53425760,-7.9016881,-34.8381748
